"country_code","indicator_code","date","value","indicator_name","country_name"
"BRN","BCA","1988-12-31",2.246,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","1989-12-31",2.153,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","1990-12-31",2.355,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","1991-12-31",2.466,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","1992-12-31",1.81,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","NGDP_D","1997-12-31",67.526,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","1998-12-31",58.171,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","1999-12-31",61.724,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2000-12-31",70.234,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2001-12-31",66.306,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2002-12-31",66.554,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2003-12-31",70.617,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2004-12-31",81.836,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2005-12-31",97.193,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2006-12-31",106.959,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2007-12-31",108.158,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2008-12-31",121.885,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2009-12-31",94.96,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2010-12-31",100,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2011-12-31",120.181,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2012-12-31",121.647,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2013-12-31",118.213,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2014-12-31",116.03,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2015-12-31",95.607,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2016-12-31",86.829,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2017-12-31",91.131,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2018-12-31",99.53,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2019-12-31",96.212,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2020-12-31",85.759,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2021-12-31",99.023,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2022-12-31",122.533,"GDP Deflator","Brunei Darussalam"
"BRN","NGDP_D","2023-12-31",107.059,"GDP Deflator","Brunei Darussalam"
"BRN","GGR","2022-12-31",5.804,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2023-12-31",3.995,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2024-12-31",3.95,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2025-12-31",4.157,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2026-12-31",4.134,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2027-12-31",4.215,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","GGR","2028-12-31",4.33,"General Government Revenue, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2005-12-31",27.475,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2006-12-31",29.568,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2007-12-31",30.414,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2008-12-31",30.396,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2009-12-31",30.051,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2010-12-31",31.203,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2011-12-31",33.044,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2012-12-31",35.21,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2013-12-31",33.885,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2014-12-31",33.344,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2015-12-31",25.949,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2016-12-31",23.633,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2017-12-31",25.891,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2018-12-31",26.527,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2019-12-31",28.048,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2020-12-31",28.736,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2021-12-31",29.549,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2022-12-31",31.142,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2023-12-31",33.387,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2024-12-31",35.316,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","PPPGDP","2025-12-31",37.112,"Country GDP based on PPP Valuation, USD Billions","Brunei Darussalam"
"BRN","BCA","2019-12-31",0.895,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2020-12-31",0.514,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2021-12-31",1.57,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2022-12-31",4.417,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2023-12-31",2.561,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2024-12-31",2.821,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2025-12-31",3.139,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2026-12-31",3.271,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2027-12-31",3.575,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","BCA","2028-12-31",3.606,"Current Account Balance, USD Billions","Brunei Darussalam"
"BRN","GGX","1984-12-31",4.137,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGX","1985-12-31",4.318,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGX","1986-12-31",2.867,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGX","1987-12-31",2.473,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGX","1988-12-31",2.713,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGX","1989-12-31",2.901,"General Government Total Expenditure, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1980-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1981-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1982-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1983-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1984-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1985-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1986-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","GGXWDG","1987-12-31",0,"General Government Gross Debt, USD Billions","Brunei Darussalam"
"BRN","PPPEX","1985-12-31",0.861,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1986-12-31",0.585,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1987-12-31",0.637,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1988-12-31",0.554,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1989-12-31",0.582,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1990-12-31",0.618,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1991-12-31",0.589,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1992-12-31",0.545,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1993-12-31",0.533,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1994-12-31",0.513,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1995-12-31",0.532,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1996-12-31",0.509,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1997-12-31",0.523,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1998-12-31",0.445,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","1999-12-31",0.466,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2000-12-31",0.518,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2001-12-31",0.479,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2002-12-31",0.473,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2003-12-31",0.492,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2004-12-31",0.556,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2005-12-31",0.64,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2006-12-31",0.683,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2007-12-31",0.672,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2008-12-31",0.744,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2009-12-31",0.576,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2010-12-31",0.599,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","PPPEX","2011-12-31",0.705,"Implied PPP Conversion Rate, LCU per USD","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1985-12-31",30.248,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1986-12-31",6.48,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1987-12-31",3.405,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1988-12-31",-3.067,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1989-12-31",-4.685,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1990-12-31",-1.626,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1991-12-31",-1.061,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1992-12-31",-8.282,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1993-12-31",-12.772,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1994-12-31",-22.55,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1995-12-31",-19.794,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1996-12-31",-8.704,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1997-12-31",-11.793,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1998-12-31",-23.997,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","1999-12-31",-18.255,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2000-12-31",6.86,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2001-12-31",2.585,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2002-12-31",-4.613,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2003-12-31",8.061,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2004-12-31",8.565,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2005-12-31",16.009,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2006-12-31",19.78,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2007-12-31",3.119,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2008-12-31",36.14,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2009-12-31",3.61,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2010-12-31",7.612,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2011-12-31",25.632,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2012-12-31",15.786,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2013-12-31",13.025,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2014-12-31",3.576,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2015-12-31",-14.523,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2016-12-31",-21.68,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2017-12-31",-10.397,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2018-12-31",-3.587,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2019-12-31",-9.651,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2020-12-31",-15.766,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2021-12-31",-8.018,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2022-12-31",0.267,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2023-12-31",-5.366,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2024-12-31",-5.867,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2025-12-31",-5.196,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2026-12-31",-5.564,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2027-12-31",-5.61,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","GGXCNL_NGDP","2028-12-31",-5.607,"General Government Net Lending/Borrowing, % of GDP","Brunei Darussalam"
"BRN","NGDPRPC","2014-12-31",45806.245,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2015-12-31",45089.647,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2016-12-31",43466.211,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2017-12-31",43099.255,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2018-12-31",42114.4,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2019-12-31",42347.045,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2020-12-31",43718.906,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2021-12-31",43129.362,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2022-12-31",42380.909,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2023-12-31",43763.854,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2024-12-31",45288.648,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2025-12-31",46705.31,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2026-12-31",47807.399,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2027-12-31",49345.725,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDPRPC","2028-12-31",50758.257,"GDP per Capita at Constant Prices, LCU","Brunei Darussalam"
"BRN","NGDP_FY","2015-12-31",17.778,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2016-12-31",15.748,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2017-12-31",16.748,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2018-12-31",18.301,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2019-12-31",18.375,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2020-12-31",16.564,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2021-12-31",18.822,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2022-12-31",22.939,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2023-12-31",20.696,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2024-12-31",21.521,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2025-12-31",22.457,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2026-12-31",23.09,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2027-12-31",23.983,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","NGDP_FY","2028-12-31",24.767,"GDP Corresponding to Fiscal Year, Current Prices, LCU Billions","Brunei Darussalam"
"BRN","PPPPC","2025-12-31",84016.591,"Per Capita GDP based on PPP Valuation, USD","Brunei Darussalam"
"BRN","PPPPC","2026-12-31",87600.883,"Per Capita GDP based on PPP Valuation, USD","Brunei Darussalam"
"BRN","PPPPC","2027-12-31",92062.622,"Per Capita GDP based on PPP Valuation, USD","Brunei Darussalam"
"BRN","PPPPC","2028-12-31",96482.79,"Per Capita GDP based on PPP Valuation, USD","Brunei Darussalam"
"BRN","GGX_NGDP","1986-12-31",40.006,"General Government Total Expenditure, % of GDP","Brunei Darussalam"
"BRN","GGX_NGDP","1987-12-31",30.322,"General Government Total Expenditure, % of GDP","Brunei Darussalam"
"BRN","TM_RPCH","2002-12-31",12.893,"Imports of Goods and services, % change","Brunei Darussalam"
"BRN","PCPIEPCH","1987-12-31",1.258,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1988-12-31",1.295,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1989-12-31",0.541,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1990-12-31",2.47,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1991-12-31",2.752,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1992-12-31",2.9,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1993-12-31",1.358,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1994-12-31",4.545,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1995-12-31",4.791,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1996-12-31",1.101,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1997-12-31",1.424,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1998-12-31",-0.743,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","1999-12-31",0.357,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2000-12-31",1.302,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2001-12-31",-3.11,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2002-12-31",-0.253,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2003-12-31",1.943,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2004-12-31",0.894,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2005-12-31",1.105,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2006-12-31",-0.319,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2007-12-31",1.938,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2008-12-31",1.882,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2009-12-31",0.529,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2010-12-31",0.185,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2011-12-31",0.164,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2012-12-31",0.038,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2013-12-31",0.157,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2014-12-31",1.229,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2015-12-31",-1.392,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2016-12-31",-0.627,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2017-12-31",-0.46,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2018-12-31",-0.006,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2019-12-31",0.273,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2020-12-31",2,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2021-12-31",2.186,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
"BRN","PCPIEPCH","2022-12-31",3.289,"Inflation % change, End of Period Consumer Prices","Brunei Darussalam"
